9083, 3027.67, 3672.41
11020, 3673.33, 797.43
15666, 5222.00, 2284.85
3496, 1165.33, 150.20
8695, 2898.33, 3359.30
26126, 8708.67, 525.88
11682, 3894.00, 3928.35
17983, 5994.33, 3791.05
20095, 6698.33, 1241.93
24076, 8025.33, 988.72
26454, 8818.00, 656.58
10874, 3624.67, 1903.66
8816, 2938.67, 2043.08
15377, 5125.67, 3237.40
17209, 5736.33, 1552.03
15687, 5229.00, 2242.10
8487, 2829.00, 782.95
10156, 3385.33, 1144.27
10384, 3461.33, 297.64
10298, 3432.67, 2130.46
16382, 5460.67, 3282.73
13731, 4577.00, 1338.65
19671, 6557.00, 1547.42
14143, 4714.33, 2888.95
11578, 3859.33, 4159.25
10758, 3586.00, 3161.12
5921, 1973.67, 2310.37
17448, 5816.00, 3583.76
12404, 4134.67, 2048.83
19695, 6565.00, 3738.23
18364, 6121.33, 2549.22
10752, 3584.00, 1797.57
9624, 3208.00, 2409.09
13282, 4427.33, 739.84
23367, 7789.00, 983.03
5251, 1750.33, 601.98
12834, 4278.00, 2310.80
16214, 5404.67, 2952.89
5700, 1900.00, 879.10
14956, 4985.33, 2854.96
15074, 5024.67, 2605.51
9236, 3078.67, 1306.73
15770, 5256.67, 2708.35
9875, 3291.67, 2500.16
25939, 8646.33, 1629.51
20943, 6981.00, 3361.82
24596, 8198.67, 1049.68
19139, 6379.67, 1029.45
9584, 3194.67, 1305.01
15976, 5325.33, 2930.45
15744, 5248.00, 2582.72
10718, 3572.67, 2816.87
17106, 5702.00, 2702.47
12670, 4223.33, 3901.49
15790, 5263.33, 2735.64
6002, 2000.67, 1754.32
14633, 4877.67, 1074.95
12889, 4296.33, 2465.38
10330, 3443.33, 880.53
15448, 5149.33, 3260.42
15248, 5082.67, 1606.77
17254, 5751.33, 2795.97
12132, 4044.00, 2737.06
12959, 4319.67, 2721.43
11871, 3957.00, 2782.30
19855, 6618.33, 1092.33
9173, 3057.67, 2981.78
8396, 2798.67, 961.85
16656, 5552.00, 1161.01
10928, 3642.67, 3931.25
18144, 6048.00, 3054.41
20078, 6692.67, 1963.40
11696, 3898.67, 2996.09
8620, 2873.33, 1613.18
8425, 2808.33, 546.50
19107, 6369.00, 2814.47
17676, 5892.00, 3252.96
17433, 5811.00, 101.29
15048, 5016.00, 2884.32
16463, 5487.67, 3870.42
17112, 5704.00, 3619.11
18606, 6202.00, 2474.78
12253, 4084.33, 3715.27
5317, 1772.33, 1021.81
11436, 3812.00, 1741.70
21426, 7142.00, 1730.72
13842, 4614.00, 1742.36
15981, 5327.00, 3073.49
16874, 5624.67, 3801.35
8399, 2799.67, 2797.60
12562, 4187.33, 3261.23
26066, 8688.67, 840.04
9575, 3191.67, 304.78
6973, 2324.33, 1027.73
8732, 2910.67, 961.22
12687, 4229.00, 2374.26
19466, 6488.67, 3094.12
15065, 5021.67, 3957.94
5076, 1692.00, 1555.48
15418, 5139.33, 1042.03
12457, 4152.33, 2016.26
10455, 3485.00, 3311.25
18174, 6058.00, 356.18
18987, 6329.00, 2672.35
16356, 5452.00, 808.93
13595, 4531.67, 3445.74
15788, 5262.67, 1812.56
21220, 7073.33, 1948.97
7633, 2544.33, 1871.61
13623, 4541.00, 3774.62
10130, 3376.67, 2314.27
12239, 4079.67, 4078.97
15637, 5212.33, 1335.74
14021, 4673.67, 2943.36
6704, 2234.67, 2385.53
7863, 2621.00, 1065.85
14183, 4727.67, 1824.92
16181, 5393.67, 3545.96
15356, 5118.67, 3556.63
9191, 3063.67, 2032.98
20930, 6976.67, 1837.01
17763, 5921.00, 3462.20
19633, 6544.33, 2656.19
14083, 4694.33, 2857.49
19581, 6527.00, 2277.05
20013, 6671.00, 2610.39
25706, 8568.67, 254.91
22698, 7566.00, 252.79
22365, 7455.00, 1257.76
16537, 5512.33, 2779.87
14811, 4937.00, 210.91
13064, 4354.67, 1518.52
18630, 6210.00, 2895.83
8048, 2682.67, 1589.94
13078, 4359.33, 1502.42
19661, 6553.67, 2174.58
16228, 5409.33, 3133.03
12667, 4222.33, 3181.87
17129, 5709.67, 3020.31
12046, 4015.33, 2955.37
19980, 6660.00, 1079.10
20291, 6763.67, 1636.80
26137, 8712.33, 1556.97
8478, 2826.00, 2069.46
13281, 4427.00, 1706.98
14888, 4962.67, 1062.58
11471, 3823.67, 2052.00
21467, 7155.67, 447.69
12856, 4285.33, 2450.16
10029, 3343.00, 3666.60
18917, 6305.67, 1938.37
20937, 6979.00, 1189.23
15755, 5251.67, 3077.54
17066, 5688.67, 2414.34
14143, 4714.33, 1989.68
13617, 4539.00, 1521.47
16014, 5338.00, 3586.73
13374, 4458.00, 3558.97
18728, 6242.67, 1473.07
15319, 5106.33, 2833.77
13011, 4337.00, 2533.77
20280, 6760.00, 1454.88
12788, 4262.67, 3025.54
14653, 4884.33, 1557.88
5199, 1733.00, 1191.99
15571, 5190.33, 2356.85
1039, 346.33, 66.89
23034, 7678.00, 1764.15
18200, 6066.67, 4137.33
8883, 2961.00, 2970.74
9002, 3000.67, 1784.46
12297, 4099.00, 1708.26
19893, 6631.00, 2722.00
15124, 5041.33, 2822.44
15346, 5115.33, 2730.20
13986, 4662.00, 3501.05
22341, 7447.00, 1402.46
6092, 2030.67, 1339.38
6835, 2278.33, 2745.07
9658, 3219.33, 1582.65
23834, 7944.67, 1149.59
8070, 2690.00, 1111.57
18467, 6155.67, 2073.08
16090, 5363.33, 3073.47
8317, 2772.33, 1257.46
20158, 6719.33, 2332.72
6596, 2198.67, 450.62
16434, 5478.00, 3912.10
10177, 3392.33, 997.07
8826, 2942.00, 1600.39
16063, 5354.33, 3277.74
13069, 4356.33, 3760.37
15700, 5233.33, 2118.27
17293, 5764.33, 3113.19
18998, 6332.67, 2618.08
15617, 5205.67, 2832.39
18730, 6243.33, 2512.25
16891, 5630.33, 2745.95
14532, 4844.00, 3344.39
9610, 3203.33, 1916.54
24857, 8285.67, 1117.38
18588, 6196.00, 3297.13
14165, 4721.67, 3345.87
4796, 1598.67, 1043.01
14179, 4726.33, 2473.94
16739, 5579.67, 3059.59
10935, 3645.00, 746.09
6068, 2022.67, 2499.03
10805, 3601.67, 2407.78
9212, 3070.67, 3178.44
14821, 4940.33, 1652.30
12540, 4180.00, 3935.87
16194, 5398.00, 3743.05
11239, 3746.33, 2830.72
18847, 6282.33, 3407.04
16948, 5649.33, 2989.25
11904, 3968.00, 2718.35
10341, 3447.00, 2177.61
10935, 3645.00, 1428.19
13649, 4549.67, 1221.05
17148, 5716.00, 1458.70
21206, 7068.67, 2753.35
18566, 6188.67, 4070.29
10803, 3601.00, 4468.80
22743, 7581.00, 1692.03
9728, 3242.67, 2683.84
17497, 5832.33, 2469.04
11802, 3934.00, 1713.57
13585, 4528.33, 2955.84
11709, 3903.00, 2854.12
12458, 4152.67, 3895.26
17318, 5772.67, 2692.27
22959, 7653.00, 585.06
16509, 5503.00, 3672.54
8819, 2939.67, 1794.58
17248, 5749.33, 3122.95
16814, 5604.67, 2730.09
8967, 2989.00, 2140.84
15281, 5093.67, 2453.23
18826, 6275.33, 2087.30
20845, 6948.33, 378.53
5277, 1759.00, 1625.82
9194, 3064.67, 1975.55
14473, 4824.33, 1062.59
6186, 2062.00, 1288.56
10774, 3591.33, 2441.33
9184, 3061.33, 2788.04
10910, 3636.67, 1885.66
25049, 8349.67, 741.39
12074, 4024.67, 1024.43
12225, 4075.00, 1941.47
10630, 3543.33, 2565.00
22569, 7523.00, 846.26
16731, 5577.00, 3091.41
19684, 6561.33, 2797.51
18038, 6012.67, 3177.80
17238, 5746.00, 2232.64
17497, 5832.33, 1469.63
13460, 4486.67, 2887.98
13939, 4646.33, 3532.61
19596, 6532.00, 2390.22
16644, 5548.00, 3737.27
22474, 7491.33, 2352.36
13654, 4551.33, 2467.91
15583, 5194.33, 2309.11
16831, 5610.33, 3988.83
16444, 5481.33, 2551.58
15005, 5001.67, 3364.74
16175, 5391.67, 3179.71
9335, 3111.67, 2119.53
15671, 5223.67, 1039.01
6560, 2186.67, 2130.78
6484, 2161.33, 921.82
14777, 4925.67, 3722.80
18237, 6079.00, 2851.08
9784, 3261.33, 3434.84
4457, 1485.67, 1502.39
6524, 2174.67, 1434.36
13968, 4656.00, 3453.14
12798, 4266.00, 3924.68
15379, 5126.33, 2660.27
12034, 4011.33, 1998.52
16827, 5609.00, 1817.35
15477, 5159.00, 3398.65
24784, 8261.33, 1636.31
10849, 3616.33, 2407.84
3763, 1254.33, 892.40
14919, 4973.00, 1928.65
15830, 5276.67, 2619.67
13360, 4453.33, 1941.41
12737, 4245.67, 1351.24
4866, 1622.00, 1126.31
15458, 5152.67, 2013.50
13700, 4566.67, 1896.93
18667, 6222.33, 2858.17
17377, 5792.33, 3622.60
13830, 4610.00, 2476.58
14264, 4754.67, 3477.49
6728, 2242.67, 598.18
16602, 5534.00, 3145.88
17805, 5935.00, 2394.78
10590, 3530.00, 4022.56
6896, 2298.67, 1568.09
20363, 6787.67, 2201.18
11455, 3818.33, 2721.74
21046, 7015.33, 2421.98
12598, 4199.33, 3392.14
15361, 5120.33, 1780.25
16056, 5352.00, 3772.04
